Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
"A large sports complex that was being used to shelter more than 5,000 migrants in Tijuana has been closed ""due to h… https://t.co/CuE4bPphqN",Tue Dec 04 08:09:43 +0000 2018,0.0,0.0,1.0,0.0,81
America may get its most intimate look yet inside Robert Mueller's secretive Russia investigation in the next four… https://t.co/17EewbVzs5,Tue Dec 04 08:06:20 +0000 2018,0.0,0.0,1.0,0.0,82
"Rapper Meek Mill says he and many other formerly incarcerated people are ""trapped inside of a system that's extreme… https://t.co/KEQntM65oa",Tue Dec 04 07:31:04 +0000 2018,-0.5267,0.0,0.841,0.159,83
"This hotel spends an estimated $130,000 on gold leaf every year https://t.co/80lZtqCCvd https://t.co/pCaXx3qRMU",Tue Dec 04 07:16:00 +0000 2018,0.0,0.0,1.0,0.0,84
"House Speaker Paul Ryan spoke of a photo he will always remember, showing George H.W. Bush holding his son Presiden… https://t.co/CTyJ36JKnk",Tue Dec 04 07:01:07 +0000 2018,0.0,0.0,1.0,0.0,85
Atlanta's Hartsfield-Jackson International Airport and Delta Air Lines have opened the nation's first curb-to-gate… https://t.co/k71AyaGInJ,Tue Dec 04 06:46:00 +0000 2018,0.0,0.0,1.0,0.0,86
"The death of the top admiral overseeing US naval forces in the Middle East last weekend was an apparent suicide, a… https://t.co/nNYRpT6Tfm",Tue Dec 04 06:41:27 +0000 2018,-0.743,0.134,0.59,0.275,87
George H. W. Bush's service dog is among those mourning the former President. Here's a look at how a nonprofit call… https://t.co/rEohpylKVs,Tue Dec 04 06:31:04 +0000 2018,-0.4404,0.0,0.868,0.132,88
"President Trump's son, Eric Trump, has accused conservative lawyer George Conway, husband to White House counselor… https://t.co/pzHxbEkcZ0",Tue Dec 04 06:20:53 +0000 2018,-0.296,0.0,0.879,0.121,89
"Meet CIMON, the International Space Station's new AI-powered robot designed to handle various tasks and improve mor… https://t.co/3eEJ0yQdO1",Tue Dec 04 06:16:00 +0000 2018,0.4404,0.146,0.854,0.0,90
The President of Ecuador spoke with Paul Manafort about his desire to remove Julian Assange from the Ecuadorian Emb… https://t.co/GwlkQP7wFG,Tue Dec 04 06:15:03 +0000 2018,0.4019,0.124,0.876,0.0,91
Q&amp;A website Quora has warned that hackers have gained access to the personal data of as many as 100 million of its… https://t.co/XDtikkr35A,Tue Dec 04 06:09:03 +0000 2018,0.128,0.101,0.817,0.082,92
"A figure hangs from a house, unable to reach a fallen ladder, in a scene that led to panicked 911 calls. One good S… https://t.co/Vy9mXi8vPf",Tue Dec 04 06:01:05 +0000 2018,-0.3612,0.151,0.642,0.208,93
Nairobi national park is the only natural safari park that has a city scape as its background… https://t.co/Wlgaj5cQeg,Tue Dec 04 05:46:00 +0000 2018,0.3612,0.135,0.865,0.0,94
"Luka Modric has won the 2018 Ballon d'Or, becoming the first player other than Lionel Messi and Cristiano Ronaldo t… https://t.co/qJVf3sHQSm",Tue Dec 04 05:31:05 +0000 2018,0.5719,0.156,0.844,0.0,95
"Tencent Music is seeking as much as $1.2 billion from investors in its New York listing, which would make it the th… https://t.co/ErqjUwjcKY",Tue Dec 04 05:18:26 +0000 2018,0.0,0.0,1.0,0.0,96
"From Blues to Pop to a music power couple, there's plenty of new Christmas music to make the season festive… https://t.co/yw8nGBSXsc",Tue Dec 04 05:16:00 +0000 2018,0.0,0.0,1.0,0.0,97
"Nigeria's President Muhammadu Buhari has denied claims that he died and was replaced by a clone, calling the specul… https://t.co/pNn0PmZyyL",Tue Dec 04 05:01:00 +0000 2018,-0.7579,0.0,0.723,0.277,98
"A classroom assistant served preschoolers Pine-Sol by mistake because they thought it was apple juice, the school's… https://t.co/LqDqmuiXks",Tue Dec 04 04:46:04 +0000 2018,-0.34,0.0,0.87,0.13,99
Donald Trump has surrounded himself with liars | Analysis by @CillizzaCNN https://t.co/hGPIT3kwOl https://t.co/LMlnSas4rt,Tue Dec 04 04:31:05 +0000 2018,-0.5267,0.0,0.764,0.236,100
BREAKING: Federal appeals court rules against Trump administration on DACA https://t.co/KHnrNvEKAM,Thu Nov 08 19:18:44 +0000 2018,0.0,0.0,1.0,0.0,1
"Breaking News: Grand jury indicts captain of Missouri duck boat that sank in severe weather, killing 17 people https://t.co/ffOOgzRwdo",Thu Nov 08 17:02:25 +0000 2018,-0.6124,0.115,0.615,0.269,2
"JUST IN: Police identify gunman who opened fire inside California bar, killing 12 https://t.co/PvITYr54AX",Thu Nov 08 15:14:45 +0000 2018,-0.7783,0.0,0.638,0.362,3
JUST IN: Supreme Court Justice Ruth Bader Ginsburg fractures 3 ribs in fall https://t.co/9UM9hKTz4m,Thu Nov 08 14:22:51 +0000 2018,0.7906,0.389,0.611,0.0,4
"Sgt. Ron Helus was fatally shot when he responded to the mass shooting on Nov. 7 at a bar in Thousand Oaks, Califor… https://t.co/vOH3OWPN5S",Thu Nov 08 13:43:25 +0000 2018,-0.6369,0.0,0.833,0.167,5
Tom Homan: “It’s a tragedy each and every time.” https://t.co/dMV68Hfdz0 https://t.co/hrq51VJg7x,Thu Nov 08 13:35:03 +0000 2018,-0.6597,0.0,0.672,0.328,6
"People walk away from the scene in Thousand Oaks, Calif. where a gunman opened fire Wednesday.… https://t.co/O3Oo2iLL8O",Thu Nov 08 13:22:27 +0000 2018,-0.34,0.0,0.862,0.138,7
Teylor Whittler describes what she witnessed at California bar shooting https://t.co/dMV68Hfdz0 https://t.co/YznTZgQoYY,Thu Nov 08 12:56:20 +0000 2018,0.0,0.0,1.0,0.0,8
"An FBI agent talks to a potential witness as they stand near the scene in Thousand Oaks, Calif. where a gunman open… https://t.co/7QOmXNTYM0",Thu Nov 08 12:37:05 +0000 2018,0.0,0.0,1.0,0.0,9
Ventura County Fire Department Captain Stan Ziegler: “Hundreds of first responders responded initially to the scene… https://t.co/o4gArhmy4e,Thu Nov 08 12:25:14 +0000 2018,-0.34,0.0,0.87,0.13,10
"People comfort each other as they stand near the scene in Thousand Oaks, Calif. where a gunman opened fire during a… https://t.co/wPI4XSpirC",Thu Nov 08 12:06:14 +0000 2018,0.0258,0.105,0.795,0.1,11
"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/dMV68Hfdz0 https://t.co/WvjarPpwPV",Thu Nov 08 11:54:22 +0000 2018,-0.6486,0.0,0.736,0.264,12
"California bar shooting leaves 12 dead, including sheriff's sergeant, police say https://t.co/GqI77wMuYZ",Thu Nov 08 11:38:17 +0000 2018,-0.6486,0.0,0.719,0.281,13
"Sheriff's deputies speak to potential witnesses as they stand near the scene in Thousand Oaks, Calif., where a gunm… https://t.co/jPE8k9oQHr",Thu Nov 08 11:32:26 +0000 2018,0.0,0.0,1.0,0.0,14
13 dead in country music bar including gunman https://t.co/PvITYr54AX https://t.co/UURBIatqte,Thu Nov 08 11:26:46 +0000 2018,-0.6486,0.0,0.677,0.323,15
"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",Thu Nov 08 11:18:08 +0000 2018,-0.6486,0.0,0.719,0.281,16
"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",Thu Nov 08 11:13:32 +0000 2018,-0.6486,0.0,0.765,0.235,17
.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,Thu Nov 08 11:12:14 +0000 2018,0.0,0.0,1.0,0.0,18
"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",Thu Nov 08 10:53:33 +0000 2018,0.0,0.0,1.0,0.0,19
Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,Thu Nov 08 10:36:12 +0000 2018,0.0,0.0,1.0,0.0,20
"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0,21
".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279,22
Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286,23
".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0,24
.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0,25
Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307,26
".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0,27
.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0,28
.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0,29
".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171,30
"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0,31
.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091,32
"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167,33
Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0,34
"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217,35
".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088,36
Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0,37
"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0,38
"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099,39
South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0,40
".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/PDtB3OQCW6",Thu Nov 08 00:20:43 +0000 2018,0.0772,0.061,0.939,0.0,41
".@Jim_Jordan on Jeff Sessions' resignation: ""I think it was appropriate, the action that was taken today by [@POTUS… https://t.co/oLG8pIW6Dr",Thu Nov 08 00:14:42 +0000 2018,-0.296,0.0,0.891,0.109,42
Attorney General Jeff Sessions resigns in the wake of midterm elections. @edhenry reports. #TheStory… https://t.co/2FTTAq0LDF,Thu Nov 08 00:09:58 +0000 2018,-0.3182,0.0,0.859,0.141,43
".@MaraLiasson on #MIDTERMS2018: ""Overall I think that Democrats had a great night. They had to win the House back a… https://t.co/GbOt3JC7tJ",Thu Nov 08 00:00:17 +0000 2018,0.836,0.317,0.683,0.0,44
".@marcthiessen on Sessions resigning at @POTUS' request: ""The president is learning from his mistakes. If he had do… https://t.co/GLQoSVWA71",Wed Nov 07 23:54:03 +0000 2018,-0.5267,0.0,0.794,0.206,45
Staff Sgt. Kyle Snodgrass meets his son Griffin for the first time at MacDill Air Force Base in Florida on Tuesday.… https://t.co/xsJf7Hg05h,Wed Nov 07 23:45:40 +0000 2018,0.0,0.0,1.0,0.0,46
California man charged with attempted kidnapping after hopping on bus full of schoolchildren https://t.co/ig6HOzFt3s,Wed Nov 07 23:36:32 +0000 2018,-0.2023,0.0,0.878,0.122,47
Jeff Sessions' departure leads to questions about Russia probe's future https://t.co/qDuCuO5fLX,Wed Nov 07 23:21:00 +0000 2018,0.0,0.0,1.0,0.0,48
".@TGowdySC on the Muller probe: ""I don't think anything is going to happen to Rod [Rosenstein] until after Mueller… https://t.co/lknZ4bgSjE",Wed Nov 07 23:15:48 +0000 2018,0.0,0.0,1.0,0.0,49
".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/99nfr9bJ8i",Wed Nov 07 23:11:33 +0000 2018,-0.7351,0.0,0.721,0.279,50
"Suspect in Trump Walk of Fame vandalism pleaded no contest, officials say https://t.co/UtqbFj28ev",Wed Nov 07 23:01:25 +0000 2018,-0.128,0.168,0.578,0.254,51
'The Justice Department Needs Stability': Starr Says He's 'Concerned' Following Sessions Resignation https://t.co/Ks0YmUjs0L,Wed Nov 07 22:55:12 +0000 2018,0.296,0.205,0.663,0.133,52
"During a post-Election Day press conference on Wednesday, House Minority Leader @NancyPelosi said House Democrats w… https://t.co/FW7ObtOGmr",Wed Nov 07 22:42:15 +0000 2018,0.0,0.0,1.0,0.0,53
Former Attorney General Jeff Sessions departs the Justice Department hours after he resigned at President Trump's r… https://t.co/6RXHsKWL84,Wed Nov 07 22:34:40 +0000 2018,0.34,0.159,0.748,0.093,54
Maxine Waters on continuing Trump finance probe: 'We will deal with that' https://t.co/F0d27WZM2k,Wed Nov 07 22:24:46 +0000 2018,0.0,0.0,1.0,0.0,55
"American flag mural at pizza shop vandalized, protested in small town https://t.co/cAcnfLtGuf",Wed Nov 07 22:19:07 +0000 2018,-0.128,0.0,0.88,0.12,56
RT @FoxBusiness: Florida sports gambling measure passes despite NFL's Dolphins plea to voters https://t.co/gVroP7eFOj,Wed Nov 07 22:11:58 +0000 2018,0.0,0.0,1.0,0.0,57
Democratic presidential hopefuls already jockeying for 2020 https://t.co/Naw7ySEuNB,Wed Nov 07 22:04:53 +0000 2018,0.0,0.0,1.0,0.0,58
"Mark Penn: Trump needs to be a UNIFIER now to succeed, move on to successful re-election https://t.co/tqjL4qFOB8",Wed Nov 07 21:59:57 +0000 2018,0.7906,0.333,0.667,0.0,59
".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove."" @TeamCavuto… https://t.co/B9SeAwibY0",Wed Nov 07 21:54:26 +0000 2018,-0.5423,0.0,0.837,0.163,60
.@senatemajldr: “It is indeed a good morning for Senate Republicans.” https://t.co/NARYDkhqQw,Wed Nov 07 15:35:01 +0000 2018,0.4404,0.244,0.756,0.0,61
.@senatemajldr holds a news conference following #Midterms2018 https://t.co/fdej3Nq0lD,Wed Nov 07 15:33:48 +0000 2018,0.0,0.0,1.0,0.0,62
Lawyers for migrant caravan members give them stark advice: ‘It’s going to be difficult’ https://t.co/28LbFyxAu2,Wed Nov 07 15:30:00 +0000 2018,0.0,0.0,1.0,0.0,63
SOON: @senatemajldr to hold post-election news conference https://t.co/DAyQRgVE9O,Wed Nov 07 15:28:11 +0000 2018,0.0,0.0,1.0,0.0,64
.@RepJeffries reacts to #Midterms 2018 on @AmericaNewsroom https://t.co/zwqzSBgilk,Wed Nov 07 15:22:00 +0000 2018,0.0,0.0,1.0,0.0,65
.@HotlineJosh: “I think the results show you can’t have someone too far to the left. You have to find someone who c… https://t.co/Vtja9Penrr,Wed Nov 07 15:15:00 +0000 2018,0.0,0.0,1.0,0.0,66
"Trump backs Pelosi for House speaker after Dems' midterm takeover, relishing looming rivalry (via @RyanGaydos) https://t.co/HmOwyfTTtl",Wed Nov 07 15:08:00 +0000 2018,0.2263,0.142,0.71,0.148,67
.@KellyannePolls reacts to the midterms on @foxandfriends https://t.co/vgsjTekOnB,Wed Nov 07 14:45:00 +0000 2018,0.0,0.0,1.0,0.0,68
Stock markets open following midterms @AmericaNewsroom https://t.co/bFOw88J6mY,Wed Nov 07 14:42:52 +0000 2018,0.0,0.0,1.0,0.0,69
Republicans win Missouri Senate race; @KristinFisher reports @AmericaNewsroom https://t.co/iSPHQoeCYR https://t.co/ALH7sVKcdN,Wed Nov 07 14:40:00 +0000 2018,0.5859,0.297,0.703,0.0,70
Midterm result is best-case scenario for investors (via @FoxBusiness) https://t.co/t7RD51Y4O4,Wed Nov 07 14:30:00 +0000 2018,0.0,0.0,1.0,0.0,71
".@MarshaBlackburn: “If Nancy Pelosi really is interested in bipartisanship, my hope would be that she would work wi… https://t.co/3tfrWdmapW",Wed Nov 07 14:25:00 +0000 2018,0.7076,0.257,0.743,0.0,72
Republican Ron DeSantis narrowly defeated Democrat Andrew Gillum in Florida's race for governor. Read more in today… https://t.co/ES0n93uF39,Wed Nov 07 14:15:01 +0000 2018,-0.4767,0.0,0.846,0.154,73
"RT @FoxBusiness: 2018 midterm election: US enters 'longest business cycle' ever, analyst says https://t.co/0M5fucswbV",Wed Nov 07 14:13:49 +0000 2018,0.0,0.0,1.0,0.0,74
"RT @FoxNewsResearch: #Midterms2018 
- Female Firsts
•100+ women in the House
•TN: First female Senator (Blackburn)
•1st Muslim women electe…",Wed Nov 07 14:13:34 +0000 2018,0.0,0.0,1.0,0.0,75
.@MarshaBlackburn: “We were committed to our message.” @foxandfriends https://t.co/iSPHQowenr https://t.co/j0JKPUeiWr,Wed Nov 07 14:05:00 +0000 2018,0.2732,0.189,0.811,0.0,76
Rare Ernest Hemingway letter documenting '500-pound Marlin' catch surfaces https://t.co/KOEnKCiFot,Wed Nov 07 14:00:02 +0000 2018,0.0,0.0,1.0,0.0,77
Oregon votes to keep sanctuary status @foxandfriends https://t.co/xwDzEu0qEP,Wed Nov 07 13:50:00 +0000 2018,0.0,0.0,1.0,0.0,78
"RT @FoxBusiness: Duncan Hines cake mixes recalled over Salmonella fears
https://t.co/2GWFEWSd8s",Wed Nov 07 13:43:50 +0000 2018,-0.4215,0.0,0.781,0.219,79
"RT @FoxBusiness: .@DanCrenshawTX: ""Immigration was still an enormous issue, especially border security so that'll be important for me."" htt…",Wed Nov 07 13:42:06 +0000 2018,0.5778,0.218,0.782,0.0,80
"Ed Rendell: Democrats, you've won the House -- Don't just investigate, legislate! https://t.co/vUxYcC3pWD",Wed Nov 07 04:27:19 +0000 2018,0.6114,0.25,0.75,0.0,81
Chris Wallace: Projected Senate Victories Show Democratic 2020 Field 'Shaping Up' https://t.co/e2D7fpXM9e,Wed Nov 07 04:23:00 +0000 2018,0.0,0.0,1.0,0.0,82
"Democrats retake control of House, Republicans hold Senate majority: Fox News projects. https://t.co/yE3M42mDpN
 https://t.co/SMCw5NyAm3",Wed Nov 07 04:22:59 +0000 2018,0.0,0.0,1.0,0.0,83
Trump 'Has a Lot to Be Proud Of': @LindseyGrahamSC Says GOP 'Had a Good Night in the Senate' https://t.co/RZNTDpPxWu,Wed Nov 07 04:18:04 +0000 2018,0.7184,0.286,0.714,0.0,84
Republican Congressman Ron DeSantis makes remarks after he was projected to defeat Democratic Tallahassee Mayor And… https://t.co/xtAVggB2RK,Wed Nov 07 04:16:06 +0000 2018,-0.4588,0.0,0.842,0.158,85
Republican Ron DeSantis defeats Andrew Gillum in Florida gubernatorial race https://t.co/oL5qST1mv6,Wed Nov 07 04:15:08 +0000 2018,-0.3182,0.0,0.813,0.187,86
Fox News Decision Desk can project that Hawaii Democratic Governor David Ige will win a second term by defeating Re… https://t.co/QpYXTvQbSK,Wed Nov 07 04:13:16 +0000 2018,0.296,0.156,0.738,0.107,87
JUST IN: Republican Josh Hawley projected to defeat Sen. Claire McCaskill in Missouri Senate race.… https://t.co/otQUkqLdnA,Wed Nov 07 04:12:25 +0000 2018,-0.4588,0.0,0.833,0.167,88
Colorado elects first openly gay governor Jared Polis https://t.co/rBBXwx0omb,Wed Nov 07 04:11:38 +0000 2018,0.0,0.0,1.0,0.0,89
"The Fox News Decision Desk projects that Idaho Lieutenant Governor Brad Little, a Republican, will defeat Democrat… https://t.co/yOnU2XwSyN",Wed Nov 07 04:09:24 +0000 2018,-0.4091,0.0,0.854,0.146,90
The Fox News Decision Desk projects that incumbent Washington state Democratic Senator Maria Cantwell will win a fo… https://t.co/hdJE3JAG4x,Wed Nov 07 04:08:58 +0000 2018,0.5859,0.183,0.817,0.0,91
BREAKING: Republican Ron DeSantis defeats Democrat Andrew Gillum in Florida governor's race https://t.co/4yNg8n30sj https://t.co/1VireQQLPT,Wed Nov 07 04:07:13 +0000 2018,-0.3182,0.0,0.85,0.15,92
The Fox News Decision Desk projects that Hawaii Democratic Senator Mazie Hirono will win reelection by defeating Re… https://t.co/Y3bt3pnSgI,Wed Nov 07 04:05:42 +0000 2018,0.296,0.162,0.726,0.111,93
BREAKING: Republican former Rep. Ron DeSantis defeated Democratic Tallahassee Mayor Andrew Gillum in Florida’s high… https://t.co/Jh8x1gpSBt,Wed Nov 07 04:04:06 +0000 2018,-0.4767,0.0,0.829,0.171,94
Incumbent GOP Sen. Ted Cruz makes remarks after he was projected to hold onto his seat in Congress and defeat Democ… https://t.co/xWJIHYZaS7,Wed Nov 07 04:03:52 +0000 2018,-0.4588,0.0,0.875,0.125,95
The Fox News Decision Desk projects that California Senator Dianne Feinstein will defeat Democratic state Senator K… https://t.co/nx3YI228IN,Wed Nov 07 04:03:14 +0000 2018,-0.4588,0.0,0.85,0.15,96
The Fox News Decision Desk projects that Democratic California Lieutenant Governor Gavin Newsom will defeat Republi… https://t.co/MXlr06uJdy,Wed Nov 07 04:02:36 +0000 2018,-0.4588,0.0,0.842,0.158,97
Republican Rep. Kevin Cramer makes remarks after he was projected to unseat one-term Democratic Sen. Heidi Heitkamp… https://t.co/V3hML0tq2m,Wed Nov 07 04:02:13 +0000 2018,0.0,0.0,1.0,0.0,98
".@LindseyGrahamSC: “The reason we won is, I think, Kavanaugh united our party.” https://t.co/vLvu9Z7Jvm https://t.co/y0JBYPUNOl",Wed Nov 07 03:59:24 +0000 2018,0.7579,0.371,0.629,0.0,99
.@LindseyGrahamSC: “We had a good night in the Senate.” https://t.co/vLvu9Z7Jvm https://t.co/phv1d3A085,Wed Nov 07 03:50:50 +0000 2018,0.4404,0.244,0.756,0.0,100
"President Trump tried to ease concerns that his trade truce with China was already floundering, declaring in a seri… https://t.co/qReLoYwyxt",Wed Dec 05 17:15:06 +0000 2018,0.3612,0.122,0.878,0.0,1
"President Bush's biographer Jon Meacham called him ""a lion who not only led us, but who loved us"" in his eulogy… https://t.co/HuwOA46ihu",Wed Dec 05 17:10:37 +0000 2018,0.7469,0.203,0.797,0.0,2
"President Bush is being eulogized by those who knew him best, including his eldest son, former President George W.… https://t.co/npmElCXjSZ",Wed Dec 05 17:00:29 +0000 2018,0.6369,0.181,0.819,0.0,3
Istanbul’s top prosecutor filed arrest warrants for 2 senior Saudi officials who are close to the Saudi crown princ… https://t.co/sFqR6qBQGJ,Wed Dec 05 17:00:06 +0000 2018,-0.1531,0.085,0.802,0.113,4
"RT @peterbakernyt: “ … For Lincoln and Bush both called on us to choose the right over the convenient, to hope rather than to fear and to h…",Wed Dec 05 16:50:55 +0000 2018,-0.0772,0.096,0.797,0.106,5
"RT @peterbakernyt: Eulogist @jmeacham explains to Trump what Bush meant by 1,000 points of light: ""Abraham Lincoln’s better angels of our n…",Wed Dec 05 16:49:02 +0000 2018,0.4404,0.121,0.879,0.0,6
A woman who received a uterus transplanted from a deceased donor has given birth to a healthy child. It is the firs… https://t.co/yVOFeopI6R,Wed Dec 05 16:45:07 +0000 2018,0.4019,0.13,0.87,0.0,7
"""Now here were are, as the system these leaders created is drifting into great jeopardy,"" said Philip D. Zelikow, w… https://t.co/EGHeUVl098",Wed Dec 05 16:30:09 +0000 2018,0.7269,0.243,0.757,0.0,8
Republican lawmakers in Wisconsin pushed through a sweeping set of bills early Wednesday that will limit the power… https://t.co/96nJJ6ooUJ,Wed Dec 05 16:15:05 +0000 2018,0.0,0.0,1.0,0.0,9
RT @peterbakernyt: The president and first lady are entering the cathedral led down the aisle to their seats where they are next to the Oba…,Wed Dec 05 16:13:06 +0000 2018,0.0,0.0,1.0,0.0,10
"Remembering the 41st president: Five U.S. presidents, world leaders and family are honoring George Bush at a state… https://t.co/TH4gWXquHH",Wed Dec 05 15:58:07 +0000 2018,0.5106,0.163,0.837,0.0,11
"Breaking News: Facebook gave companies like Airbnb, Lyft and Netflix special access to user data, internal papers r… https://t.co/c3ru6rba5Y",Wed Dec 05 15:51:21 +0000 2018,0.6369,0.234,0.766,0.0,12
"Stephen Colbert wants to know why Michael Cohen, President Trump's former lawyer, is such an open book all of a sud… https://t.co/hN0uS6qdgr",Wed Dec 05 15:44:01 +0000 2018,0.0,0.0,1.0,0.0,13
"RT @nytimesbooks: Swastikas don’t appear until late in ""Berlin,"" Jason Lutes's graphic novel. He simply adorns the Nazi flags with white ci…",Wed Dec 05 15:29:06 +0000 2018,0.4215,0.16,0.84,0.0,14
"Are Netflix and ""Friends"" on a break? The answer is no — for now. https://t.co/OjRfyk2MCm",Wed Dec 05 15:15:04 +0000 2018,-0.296,0.0,0.845,0.155,15
"RT @S_Evangelina: Two students sang about the KKK in their class with lyrics like ""kill all the blacks."" One student was so disturbed she s…",Wed Dec 05 15:11:52 +0000 2018,-0.7626,0.077,0.676,0.248,16
"""We do risk losing a whole generation if we don't help the children who find themselves in these emergency settings… https://t.co/bLU69M4eHs",Wed Dec 05 15:00:18 +0000 2018,-0.8205,0.0,0.626,0.374,17
"The United States’ 5 living presidents, dignitaries and leaders from throughout the world are gathering in Washingt… https://t.co/sygy14svHH",Wed Dec 05 14:50:04 +0000 2018,0.5267,0.227,0.773,0.0,18
RT @MitchKSmith: The Republican-backed bills limiting the power of Wisconsin's incoming Democratic governor and attorney general have passe…,Wed Dec 05 14:46:54 +0000 2018,0.0,0.0,1.0,0.0,19
"RT @grynbaum: “In the past 12 months, Mayor de Blasio has not met with the commissioners of the departments of buildings, parks, city plann…",Wed Dec 05 14:41:01 +0000 2018,0.0,0.0,1.0,0.0,20
"""Our Women have endured horrific Mental, Physical, and Sexual Abuse to play the sport they love for the country the… https://t.co/u02ROqV2Ov",Wed Dec 05 10:31:02 +0000 2018,-0.4588,0.205,0.528,0.267,21
RT @MujMash: Even the longest of wars do end some day. So I kept going back to Sri Lanka to see what a scarred peace looks like after their…,Wed Dec 05 10:14:02 +0000 2018,0.34,0.179,0.714,0.107,22
"RT @MitchKSmith: It’s been 15 hours since Gov. Scott Walker lit the Christmas tree in the Wisconsin Capitol. Behind closed doors, Republica…",Wed Dec 05 10:04:38 +0000 2018,0.0,0.0,1.0,0.0,23
Michael Flynn helped substantially with Robert Mueller's investigation and should receive little to no prison time… https://t.co/hkKDOWeIfA,Wed Dec 05 10:00:11 +0000 2018,-0.607,0.0,0.752,0.248,24
